"start","deviceid","simserial","collector_date:Collector","collector_date:date_time","coordinates:Latitude","coordinates:Longitude","coordinates:Altitude","coordinates:Accuracy","build_colour","build_colour_other","lot_num_grd_elv:lot_number","lot_num_grd_elv:ground_elevated","building_use","building_use_other","points_interest","points_interest_other","addit_comments","meta:instanceID"
"Sat Jul 29 06:03:26 UTC 2017","861117036175362","89610180001842434052","Pam","Sat Jul 29 06:03:00 UTC 2017","-12.505522","135.807551","0.0","0.0","orange",,"299","ground","residential",,,,,"uuid:98b33b12-6405-4b70-ae95-a16230a1dcaf"
"Sat Jul 29 06:04:19 UTC 2017","861117036175362","89610180001842434052","Pam","Sat Jul 29 06:04:00 UTC 2017","-12.505875","135.806073","0.0","0.0","grey",,"52","elevated","church",,"other","Church",,"uuid:1e08fb6e-5af4-4557-9896-597df1cff9a7"
"Sat Jul 29 06:05:35 UTC 2017","861117036175362","89610180001842434052","Pam","Sat Jul 29 06:05:00 UTC 2017","-12.506013999999999","135.806964","0.0","0.0","l_green",,"51","ground","residential",,"other","Lake",,"uuid:c3da2030-f9cc-4b36-ad41-1942bf5ffcef"
"Sat Jul 29 06:06:40 UTC 2017","861117036175362","89610180001842434052","Pam","Sat Jul 29 06:06:00 UTC 2017","-12.506084999999999","135.807151","0.0","0.0","l_blue",,"251","ground","residential",,"other","Duplex 251 & 252",,"uuid:dbf5a1bc-7318-4c71-b3b0-6aea7edbef02"
"Sat Jul 29 06:07:35 UTC 2017","861117036175362","89610180001842434052","Pam","Sat Jul 29 06:07:00 UTC 2017","-12.506098","135.807267","0.0","0.0","l_blue",,"252","ground","residential",,"other","Duplex 251 & 252",,"uuid:f3fda85b-1c15-4f6b-9b7e-aa0bfd2da58c"
"Sat Jul 29 06:08:36 UTC 2017","861117036175362","89610180001842434052","Pam","Sat Jul 29 06:08:00 UTC 2017","-12.506234","135.807393","0.0","0.0","l_blue",,"270","ground","residential",,"other","Duplex 270 & 271",,"uuid:351fbb7b-7637-4855-86fa-25b0de576ba3"
"Sat Jul 29 06:09:50 UTC 2017","861117036175362","89610180001842434052","Pam","Sat Jul 29 06:09:00 UTC 2017","-12.506245","135.807551","0.0","0.0","l_blue",,"271","ground","residential",,"other","Duplex 270 & 271",,"uuid:f2f82791-e5d7-4a48-84c9-db841f44fd98"
"Sat Jul 29 06:10:50 UTC 2017","861117036175362","89610180001842434052","Pam","Sat Jul 29 06:10:00 UTC 2017","-12.506281","135.807766","0.0","0.0","l_green",,"146","ground","residential",,"tree",,,"uuid:b6e2c986-8d69-4116-8803-2eaad9563914"
"Sat Jul 29 06:12:15 UTC 2017","861117036175362","89610180001842434052","Pam","Sat Jul 29 06:12:00 UTC 2017","-12.506506","135.808165","0.0","0.0","d_blue",,"143","elevated","school",,,,,"uuid:9c1d8c49-9819-4430-ac33-e46928badfb8"
"Sat Jul 29 06:13:13 UTC 2017","861117036175362","89610180001842434052",,"Sat Jul 29 06:13:00 UTC 2017","-12.505495999999999","135.808152","0.0","0.0","d_blue",,"298","elevated","school",,"basket_ball",,,"uuid:6e5948e4-7b78-4a6e-bfa7-5784efa674fb"
"Sat Jul 29 06:14:06 UTC 2017","861117036175362","89610180001842434052","Pam","Sat Jul 29 06:14:00 UTC 2017","-12.504572999999999","135.809297","0.0","0.0","d_green",,"83","elevated","residential",,,,,"uuid:05a613e2-1242-48b2-8788-bb5a22f013ea"
"Sat Jul 29 06:14:59 UTC 2017","861117036175362","89610180001842434052","Pam","Sat Jul 29 06:15:00 UTC 2017","-12.504605","135.809734","0.0","0.0","yellow",,"180","ground","residential",,,,,"uuid:79251a71-28b2-4c80-ba9c-dbf1c794412f"
"Sat Jul 29 06:15:53 UTC 2017","861117036175362","89610180001842434052","Pam","Sat Jul 29 06:15:00 UTC 2017","-12.504786","135.81006399999998","0.0","0.0","d_green",,"181","elevated","residential",,,,,"uuid:22234e95-0584-4804-80a7-461b8f16c98d"
"Sat Jul 29 06:17:11 UTC 2017","861117036175362","89610180001842434052","Pam","Sat Jul 29 06:17:00 UTC 2017","-12.504802","135.810338","0.0","0.0","grey",,"182","elevated","residential",,"other","Road out of town",,"uuid:c0029e97-09a6-4f25-8001-fa7e122506c6"
"Sat Jul 29 06:18:22 UTC 2017","861117036175362","89610180001842434052","Pam","Sat Jul 29 06:18:00 UTC 2017","-12.505009","135.809148","0.0","0.0","yellow",,"82","ground","residential",,,,,"uuid:448a7ac1-4cbd-4027-ab85-32e042c1eac6"
"Sat Jul 29 06:19:12 UTC 2017","861117036175362","89610180001842434052","Pam","Sat Jul 29 06:19:00 UTC 2017","-12.505104999999999","135.809474","0.0","0.0","d_green",,"153","elevated","residential",,"other","PMCC behind",,"uuid:dd1b541a-0267-43de-8e62-81cefe146f2a"
"Sat Jul 29 06:20:10 UTC 2017","861117036175362","89610180001842434052","Pam","Sat Jul 29 06:20:00 UTC 2017","-12.50526","135.80915199999998","0.0","0.0","orange",,"81","ground","residential",,"other","School",,"uuid:aa24a5f5-06a5-4fd2-8722-dbddbc4ce929"
"Sat Jul 29 06:21:22 UTC 2017","861117036175362","89610180001842434052","Pam","Sat Jul 29 06:21:00 UTC 2017","-12.505422","135.809032","0.0","0.0","l_green",,"249","ground","residential",,"basket_ball",,,"uuid:40e1c9cb-82bb-40e6-9f78-0599ac63956e"
"Sat Jul 29 06:22:25 UTC 2017","861117036175362","89610180001842434052","Pam","Sat Jul 29 06:22:00 UTC 2017","-12.505581999999999","135.809082","0.0","0.0","l_green",,"250","ground","residential",,"basket_ball",,,"uuid:406fcd1e-1bd7-4bf2-8b28-d742b11c0e08"
"Sat Jul 29 06:23:18 UTC 2017","861117036175362","89610180001842434052","Pam","Sat Jul 29 06:23:00 UTC 2017","-12.505797","135.80904999999998","0.0","0.0","d_blue",,"302","elevated","residential",,"basket_ball",,,"uuid:c211ac79-3d0a-4b2f-90d8-a6fd3c610c74"
"Sat Jul 29 06:24:31 UTC 2017","861117036175362","89610180001842434052","Pam","Sat Jul 29 06:24:00 UTC 2017","-12.506017","135.808978","0.0","0.0","d_green",,"42","elevated","residential",,,,,"uuid:a7bbe710-2e1e-4e75-8213-c0fe225edf30"
"Sat Jul 29 06:25:49 UTC 2017","861117036175362","89610180001842434052","Pam","Sat Jul 29 06:25:00 UTC 2017","-12.506355","135.809211","0.0","0.0","d_green",,"42","elevated","residential",,,,,"uuid:b075fa75-84af-49e0-a060-f15df163e61d"
"Sat Jul 29 06:26:46 UTC 2017","861117036175362","89610180001842434052","Pam","Sat Jul 29 06:26:00 UTC 2017","-12.506572","135.809471","0.0","0.0","l_blue",,"38","ground","residential",,,,,"uuid:576b376a-c0f8-4323-a95e-dac3669a2fe5"
"Sat Jul 29 06:28:16 UTC 2017","861117036175362","89610180001842434052","Pam","Sat Jul 29 06:28:00 UTC 2017","-12.505391999999999","135.809447","0.0","0.0","grey",,"159","elevated","other","PMCC","other","PMCC",,"uuid:09c3ba96-4b8f-4db8-8095-6a3d75d1e82e"
"Sat Jul 29 06:29:51 UTC 2017","861117036175362","89610180001842434052","Pam","Sat Jul 29 06:29:00 UTC 2017","-12.506632","135.80968099999998","0.0","0.0","l_green",,"36","ground","residential",,,,,"uuid:ddaf75da-50b0-466a-9391-8e90403b6117"
"Sat Jul 29 06:31:17 UTC 2017","861117036175362","89610180001842434052","Pam","Sat Jul 29 06:31:00 UTC 2017","-12.507050999999999","135.810343","0.0","0.0","red",,"33","ground","residential",,,,,"uuid:0eb8aed3-1a8c-4f18-b561-940f1a07fdf4"
"Sat Jul 29 06:32:35 UTC 2017","861117036175362","89610180001842434052","Pam","Sat Jul 29 06:32:00 UTC 2017","-12.506912","135.810056","0.0","0.0","l_blue",,"34","ground","residential",,,,,"uuid:a4b5131f-061a-49fd-bd96-555bad6ab610"
"Sat Jul 29 06:33:17 UTC 2017","861117036175362","89610180001842434052","Pam","Sat Jul 29 06:33:00 UTC 2017","-12.50681","135.809863","0.0","0.0","grey",,"36","elevated","residential",,,,,"uuid:b034245d-6cc0-4014-b787-a42c55bec303"
